e,46
fasta,46
general,46
glacieren,46
således,46
tätt,46
var,46
tycktes,46
Juni,46
SØRBY,46
Nordenskiöld,46
Svends,46
Kongen,46
Irlands,46
Kirke,46
Odins,46
Bryllupper,46
läge,45
sålunda,45
nogen,45
HORSTER,45
Elis,45
Erobringer,45
Birgitte,45
Hyltenius,45
Enok,45
Treurenberg,45
björnen,44
fullkomligt,44
hvalrossar,44
studenterna,44
söderut,44
europeiska,44
Aslaksen,44
[fr,44
2:25,44
Krone,44
Bue,44
Brudgommen,44
Vinden,44
Chydenius,44
faster,43
kusten,43
om,43
andet,43
kroner,43
hvis,43
lige,43
altså,43
själf,43
sista,43
Ethelstan,43
revolutionens,42
sannolikt,42
studenter,42
tillfälle,42
öppet,42
bære,42
udg,42
folkbibliotek,42
altid,42
hadde,42
inv,42
dig,42
Saxon,42
5:—,42
Rolfs,42
Hardeknud,42
Par,42
Søster,42
Eberhard,42
Skaal,42
afstånd,41
ankar,41
derefter,41
enligt,41
fjordens,41
kunne,41
lager,41
ligga,41
sällan,41
träffade,41
liv,41
følgende,41
Et,41
Norske,41
Petersen,41
fornemmelig,41
bugt,40
hofmarskalken,40
sund,40
verden,40
asarne,40
Pettersson,40
Denna,40
6:—,40
Sigtryg,40
Thorkil,40
Brudens,40
Gæster,40
ad,39
expedition,39
inåt,39
rektor,39
steg,39
boghandel,39
sligt,39
gaa,39
över,39
tydske,39
Relling,39
Gle,39
1:—,39
Gyldendalske,39
Angelsaxer,39
Danelagens,39
Toste,39
Normanner,39
Dronning,39
Grundtvig,39
Disraelis,39
Tromsö,39
derpå,38
engelska,38
har,38
hvad,38
hållet,38
marken,38
nemligen,38
sidor,38
utom,38
åtta,38
öfverallt,38
mynningen,38
strömmen,38
själfva,38
Lykke,38
Werle,38
7,38
Hjelmqvist,38
Petrograd,38
Håkan,38
Northumberland,38
Understøttelse,38
Blomstrand,38
eftermiddagen,37
hvalross,37
stycken,37
vi,37
åtminstone,37
hvert,37
ofte,37
sidste,37
ham),37
Som,37
andelsf,37
Seir,37
Krigere,37
Cobden,37
Lowe,37
Magasin,37
Fol,37
Esge,37
Astrids,37
drif-is,37
deremot,36
jemte,36
madam,36
mest,36
professorerna,36
session,36
soldater,36
vildanden,36
altsaa,36
holde,36
endelig,36
asylet,36
op,36
reformbill,36
Dage,36
Forbund,36
Form,36
hedder,36
Haar,36
Folkeviser,36
Kvinde,36
Skrivelse,36
Liter-Pelle,36
glacierer,35
kronprins,35
os,35
politiske,35
maaske,35
naturligvis,35
give,35
parlamentariska,35
branta,35
nådde,35
3,35
HERRE,35
Gamle,35
Prinsessan,35
Malmgren,35
—————,35
Jomsborg,35
Skrift,35
Middelalderen,35
Chronicle,35
Cap,35
Gæsterne,35
Kjøbenhavns,35
akademien,34
amendement,34
båtar,34
egentliga,34
ett,34
nämligen,34
sida,34
statsman,34
temperatur,34
tillsamman,34
ungefär,34
thi,34
nemlig,34
ingenjörn,34
fabrikörn,34
återvände,34
Brev,34
Stockmann,34
4,34
Paa,34
Dette,34
Hjælp,34
Biblioteksbladet,34
2:75,34
Maade,34
Leilighed,34
Husch,34
drif-isen,34
dels,33
dimma,33
emedan,33
fire,33
lemna,33
riktning,33
sigte,33
stadens,33
vik,33
öar,33
öfrigt,33
saxiske,33
før,33
staa,33
översikt,33
kinesiska,33
mynning,33
gjordes,33
2:50,33
Mand,33
hærge,33
Rouen,33
1624,33
Teater-Nisse,33
Spelas,33
KAPITLET,33
Adelen,33
Diplomatarium,33
Balder,33
fortfarande,32
längd,32
tio,32
v,32
vill,32
hertil,32
vistnok,32
laa,32
tyd,32
seglade,32
vilken,32
?,32
Fra,32
hørte,32
ble't,32
Tynell,32
Johan,32
Sv,32
Amsterdam,32
10:—,32
6:75,32
Loiren,32
Saa,32
Billen,32
Sophia,32
Skaalen,32
arktiska,31
expeditionen,31
glacier,31
höjde,31
nordvest,31
ret,31
bleven,31
blandt,31
statsmän,31
hvilkas,31
därefter,31
Det,31
På,31
Jeg,31
førend,31
12,31
Rg,31
Joachim,31
4:—,31
4:25,31
Danekongen,31
Forliget,31
Christendom,31
seilede,31
Kabul,31
Gøye,31
Procent,31
Tyrving,31
»God,31
Dubois,31
de,30
drifved,30
då,30
fångsten,30
föregående,30
idet,30
lägre,30
närmast,30
reform,30
skeppen,30
sådana,30
gissad,30
sikkre,30
imidlertid,30
ånyo,30
såväl,30
funnit,30
8,30
Folk,30
1/2,30
Ohlsson,30
Fald,30
Frisland,30
gaae,30
Lejlighed,30
Hedrek!»,30
Holmin,30
Wijde,30
bestyrelsen,29
betäckt,29
d,29
dessutom,29
dimman,29
hvaraf,29
isynnerhet,29
nu,29
stupande,29
österut,29
öh,29
stirrade,29
närheten,29
själva,29
L,29
15,29
9,29
For,29
Del,29
Grændser,29
Love,29
ovenikjøbet,29
Frankerne,29
Venner,29
Anm,29
Bud,29
O'Connell,29
Dost,29
Brudgommens,29
(Lpzg,29
Rigsregistranter,29
Bølle,29
Hammerfest,29
Parry,29
byte,28
hustru,28
jagten,28
kan,28
makterna,28
skall,28
student,28
udden,28
å,28
ögonblick,28
slige,28
enten,28
muligt,28
især,28
langt,28
lidt,28
tories,28
qvad,28
upphäfvande,28
brant,28
gav,28
hunnit,28
lyckades,28
2,28
VI,28
Anledning,28
Så,28
imorgen,28
Ved,28
Då,28
Elisabet,28
Hustru,28
Grönland,28
Blenda,28
Ethelstans,28
anseelig,28
vestsaxiske,28
Antal,28
Naar,28
Kirken,28
Kontrollören,28
Nyerup,28
Dunér,28
Isfjorden,28
antal,27
bildade,27
bred,27
emellertid,27
högst,27
iakttagelser,27
kalk,27
knappast,27
nå,27
ombud,27
sig,27
särskilt,27
underhusets,27
utefter,27
fanden,27
parlamentets,27
kommitté,27
tage,27
kabinettet,27
universitetets,27
skrev,27
een,27
funnos,27
vilka,27
10,27
Her,27
Med,27
Saml,27
Till,27
Udvalgte,27
Keiser,27
Godwinsøn,27
endeel,27
Børn,27
Keiseren,27
Stanley,27
Peels,27
Beaconsfield,27
Skikken,27
Kvinder,27
Kirkelove,27
Rahbek,27
Viser,27
Amt,27
Ebenezar,27
Kerenskij,27
Jaen,27
Hoek,27
anledning,26
expeditionens,26
före,26
förhållanden,26
häller,26
jaga,26
kuster,26
lorderna,26
lösa,26
marker,26
medan,26
statssekreterare,26
von,26
faae,26
faaet,26
nær,26
tilbage,26
længe,26
frankiske,26
armén,26
lite,26
blivit,26
säger,26
5,26
såmænd,26
Hvor,26
(Natur,26
12:—,26
Emma,26
Lagerström,26
September,26
Stedsnavne,26
Munch,26
kaldtes,26
Stridigheder,26
Hasting,26
upaatvivlelig,26
Edvards,26
Simonsen,26
Kvadratmil,26
Fridhem,26
Evelin,26
Ska,26
Bromsen,26
Lilliehöök,26
Hecla,26
allt,25
ankarplats,25
arter,25
deri,25
din,25
djuren,25
famnars,25
grus,25
kapten,25
kust,25
rodd,25
set,25
soldaterna,25
storlek,25
sträcka,25
timmars,25
ungar,25
vår,25
ägg,25
kære,25
derimod,25
vandringsbibliotek,25
forstår,25
alene,25
enhver,25
imod,25
saadan,25
sammen,25
frem,25
gammel,25
ministèren,25
christne,25
återkom,25
norska,25
doktorn,25
fig,25
former,25
jfr,25
Vedkommende,25
Septbr,25
11,25
selve,25
20,25
Egypten,25
Fest,25
England,25
Nye,25
Vedel,25
Drottning,25
Va,25
Lande,25
Angelsaxernes,25
Edric,25
Daner,25
Leir,25
Danehæren,25
Skansens,25
Topografi,25
Joséphine-Charlotte,25
Lönrot,25
Udstyret,25
Verlegen,25
Low,25
delar,24
framtränga,24
hvalar,24
kabinett,24
liggande,24
massor,24
midten,24
oss,24
stenar,24
temperaturen,24
utflygt,24
öppen,24
stadsbiblioteket,24
tidligere,24
tillige,24
bolsjevikerna,24
rette,24
atter,24
portr,24
vesterut,24
bestod,24
blevo,24
begaf,24
därtill,24
livet,24
däremot,24
därpå,24
Der,24
større,24
J.,24
Indiens,24
Skönlitteratur,24
Breve,24
Danernes,24
Syderøerne,24
Erkebiskop,24
Haardraade,24
Nordengland,24
Nybygder,24
Skov,24
Biskop,24
Kapellmästaren,24
Jublet,24
Carew,24
Omkvæd,24
Statistisk,24
Fröja,24
Remmare,24
Rogershus,24
Backarnas,24
Chodorovitj,24
*$,24
dagarne,23
hon,23
intresse,23
jungfru,23
krigsfångar,23
läsningen,23
segling,23
skäl,23
stiltje,23
tredje,23
utsigten,23
veckor,23
vända,23
vänta,23
än,23
tvende,23
straks,23
viser,23
sige,23
isstycke,23
foglar,23
trupperna,23
skrattade,23
höllo,23
yttersta,23
tagit,23
finnas,23
män,23
Side,23
Hugo,23
6,23
enkelte,23
Han,23
(tar,23
Når,23
Man,23
hyppig,23
Barnhusgatan,23
Biblioteksförening,23
Krans,23
Christendommens,23
Vikingeskarer,23
Normandiets,23
Krøniker,23
(hos,23
Stykker,23
Udtryk,23
Afghanistan,23
Akbar,23
Cross,23
Brudgom,23
Statut,23
Christoffer,23
(Leipzig,23
Hook,23
Mayen,23
afsigt,22
akademiens,22
arbetare,22
beskaffenhet,22
denne,22
dens,22
form,22
följd,22
går,22
holme,22
hvalrossen,22
hvarföre,22
nordliga,22
omvexlande,22
omöjligt,22
parlament,22
regn,22
rörelse,22
svag,22
sydost,22
tydligen,22
undan,22
ut,22
uti,22
vanliga,22
vanligen,22
yta,22
hverken,22
lignende,22
fordi,22
bokh,22
heelt,22
heel,22
ministeren,22
skriven,22
begåfvo,22
manskapet,22
vädret,22
varje,22
blir,22
Sted,22
Allerede,22
bedstefar,22
søgte,22
ovenfor,22
PETTERSEN,22
Israel,22
Andens,22
Einsteins,22
kr.),22
förf:s,22
8:50,22
Gordon,22
See,22
Belgiens,22
Orknøerne,22
forholdsviis,22
Vikingetog,22
Brug,22
Viis,22
vedbleve,22
Hist,22
høist,22
Navn,22
Godfred,22
Tale,22
Willelm,22
Indbydelse,22
Museets,22
Mohamed,22
Derbys,22
1870.),22
Vej,22
Kirkedøren,22
1589,22
Tatere,22
Hedreks,22
Storfjorden,22
Point,22
alkor,21
ankaret,21
besökte,21
biskopinnan,21
björn,21
bokens,21
bugten,21
eljest,21
fullt,21
hans,21
harpuneraren,21
hjerta,21
höjden,21
lemnat,21
lodrätt,21
medens,21
mitt,21
oaktadt,21
proviant,21
samlade,21
sjös,21
t,21
utmed,21
vid,21
inedita,21
snakke,21
folkbiblioteken,21
fulgte,21
ligesom,21
veed,21
parlamentarisk,21
madammen,21
vexter,21
fjellet,21
ſin,21
ankrade,21
militära,21
hunno,21
ſig,21
pl,21
passerade,21
wid,21
va,21
En,21
Den,21
24,21
(Sthlm,21
(kommer,21
Hun,21
Norge,21
Dessa,21
000,21
Huset,21
Dansk,21
(jfr,21
Jens,21
Nordmændenes,21
Kong,21
Edgar,21
Hedningerne,21
Erobringstog,21
Erobringen,21
Geistlige,21
kjendelig,21
Lov,21
Skjøndt,21
Høvdingen,21
Brevet,21
Gula,21
Melbourne,21
Turkiets,21
Nana,21
19de,21
Härad,21
jydsk,21
Frederiksborg,21
"""Kære",21
Brudekrone,21
Braunius,21
Theatrum,21
Klitformationen,21
Enkedronning,21
Frigg,21
Karolina,21
Wolsey,21
Kobbe,21
bilda,20
doktoren,20
egendomliga,20
erfarenhet,20
får,20
gumman,20
harpunen,20
här,20
kallade,20
khan,20
magnetiska,20
middagstiden,20
norden,20
observationer,20
plats,20
politiker,20
sedermera,20
undersöka,20
vaktmästaren,20
vattenytan,20
vide,20
vidt,20
vikens,20
ytterst,20
forud,20
næst,20
endog,20
kongelige,20
faar,20
jomsvikingarne,20
avdelning,20
suckade,20
hård,20
beslöt,20
möjligen,20
Januar,20
Hjalmar,20
fremdeles,20
14,20
Ord,20
Gunnar,20
H.,20
9:50,20
Schweiz,20
Sigurd,20
hærget,20
tiltrods,20
Saxerne,20
Datidens,20
Hæren,20
sandsynligviis,20
Indbyggerne,20
Regjering,20
Beskrivelse,20
Salisbury,20
Canning,20
dateret,20
Døtre,20
Taterne,20
Enberg,20
Scoresby,20
akademiska,19
blott,19
båtarne,19
detsamma,19
döda,19
embete,19
fortsätta,19
framgång,19
företag,19
gång,19
holländska,19
jemförelsevis,19
lordernas,19
lågland,19
makten,19
middagen,19
nyss,19
provinser,19
skjuta,19
skomakaren,19
snickare,19
sträckte,19
tidigt,19
tydligt,19
verksamhet,19
bestemt,19
dennem,19
hvorledes,19
næppe,19
tiende,19
saameget,19
urbium,19
drage,19
adelige,19
ellers,19
premierministern,19
museets,19
röstade,19
vor,19
häradshövdingen,19
smålog,19
smög,19
rådande,19
kvar,19
30,19
Aften,19
netop,19
slig,19
(rejser,19
stakkers,19
formelig,19
Sørby,19
Diak,19
1:75,19
7:—,19
Udg,19
(A,19
Än,19
Lisen,19
Høie,19
Enekonge,19
Uroligheder,19
Godwin,19
Egne,19
Samme,19
Reglen,19
befæstede,19
muligen,19
Ære,19
Annales,19
Kysten,19
Tegn,19
Hest,19
forgyldte,19
Ribe,19
Åke,19
Green,19
Burnes,19
Cawnpore,19
Daler,19
Frøken,19
Forordning,19
indbyde,19
1856),19
Hovedguld,19
Årbog,19
Broch,19
Thomasson,19
Blekängens,19
Bromsens,19
Kings,19
Aeoli,19
allmänhet,18
antingen,18
besök,18
byfogd,18
dansmästare,18
derom,18
förgäfves,18
förmiddagen,18
geografiska,18
ha,18
hamnen,18
hur,18
hälften,18
händelse,18
jätten,18
kronprinsessan,18
köpa,18
landshöfdingen,18
lange,18
liberal,18
lyckligt,18
mils,18
o,18
oppositionen,18
sakernas,18
samtidigt,18
skaffe,18
sultanen,18
toppen,18
träffades,18
unge,18
återvända,18
følge,18
møde,18
småskr,18
næsten,18
faldt,18
hjem,18
gennem,18
feniska,18
debattör,18
folkhögskola,18
isstycken,18
domkapitlet,18
värkligen,18
öns,18
cm,18
erbjöd,18
omtalade,18
utbrast,18
ansåg,18
flesta,18
visserligen,18
Theater,18
formodentlig,18
Du,18
(sætter,18
gammeldags,18
forskellige,18
Regner,18
gangdøren.),18
18,18
Beskow,18
Mount,18
Rosen,18
7:75,18
20:—,18
(Verd,18
8:—,18
Franker,18
Alfreds,18
Jomsvikingerne,18
gammeldanske,18
Kysterne,18
Guld,18
Slægt,18
Vikingernes,18
Anførsel,18
Lothar,18
Frue,18
Raad,18
Eriks,18
Heste,18
Datiden,18
Herbert,18
Raadhus,18
"""at",18
1582,18
Brudemessen,18
Isen,18
Höjentorp,18
80°,18
Shoal,18
Harbour,18
borgare,17
breda,17
bredd,17
dygn,17
egentlige,17
enstaka,17
erhålla,17
fjord,17
få,17
guvernören,17
hvari,17
kors,17
massa,17
nordligaste,17
rekommenderas,17
rika,17
skaror,17
småningom,17
synes,17
sällskap,17
tillfället,17
träffat,17
underrättelser,17
vistelse,17
äldre,17
fandtes,17
ræd,17
staaende,17
bedste,17
sende,17
byråns,17
isstyckena,17
godsegare,17
dertil,17
isblock,17
kryssade,17
månge,17
videre,17
mit,17
tilltog,17
färder,17
omgifvande,17
engelsmännen,17
hvilkens,17
bron,17
skakade,17
gåfvo,17
slutade,17
erhöll,17
själv,17
16,17
fornemste,17
hånden,17
Bare,17
øjnene,17
Byen,17
Molvik,17
Ty,17
John,17
biblioteksväsen,17
m.,17
Theodor,17
Årg,17
(E,17
Søn,17
Edmunds,17
Tingmændene,17
Geistligheden,17
Grund,17
Essex,17
Veien,17
niende,17
Tilnavnet,17
Flaader,17
gjaldt,17
Dublin,17
hermed,17
Kongens,17
Hærstyrke,17
Gidsler,17
Smykke,17
Tvivl,17
Eders,17
Durham,17
REX,17
(§,17
Søndag,17
Rørdam,17
Raadhuset,17
Sophiæ,17
laane,17
Helsingørs,17
Kirkehistoriske,17
Forbud,17
Recesser,17
Vilje,17
Bispen,17
1881),17
Halsbaand,17
Foreland,17
Martens,17
Sound,17
antaga,16
begärde,16
besättningen,16
besökt,16
betydligt,16
billens,16
block,16
bris,16
båtens,16
böra,16
derigenom,16
docenten,16
gatan,16
genomdrifva,16
hen,16
holländarne,16
hären,16
intill,16
konstituerande,16
krogen,16
ovanligt,16
parti,16
qvinnorna,16
sag,16
späck,16
spår,16
strax,16
svenska,16
talrika,16
tolf,16
uppnå,16
vigt,16
öarne,16
öfver,16
bolsjevikernas,16
forsvare,16
gør,16
hvormed,16
seks,16
begyndte,16
hinanden,16
fuldt,16
bede,16
råttkungen,16
protokollen,16
reformbillen,16
premierminister,16
fångstfartyg,16
högnordiska,16
lang,16
lektorn,16
nationella,16
tjugu,16
tjänst,16
däraf,16
skyndade,16
fortfor,16
väntade,16
därmed,16
gifvit,16
mycken,16
blef,16
Af,16
100,16
Februar,16
22,16
Aha,16
værelset,16
Selv,16
FEDE,16
(HJALMAR,16
För,16
19,16
Karen,16
12:50,16
5:25,16
18:—,16
Biografi,16
Niels,16
Rysslands,16
Tänk,16
***,16
Københavns,16
Grey,16
Plads,16
Godfreds,16
Kongesøn,16
Jarls,16
Liig,16
formeentlig,16
gjentagne,16
tilsøes,16
Tydskland,16
Slags,16
Thi,16
saagodtsom,16
Leiren,16
Sandwich,16
Jarlerne,16
Jarler,16
omtales,16
ønskede,16
Træer,16
Ret,16
Lat,16
Sct,16
Edgars,16
Stand,16
Kolderup-Rosenvinge,16
Russeli,16
Russells,16
Sidney,16
Sebastopol,16
Brights,16
Lawrence,16
Brudesvendene,16
Brude,16
Lod,16
Stavanger,16
1538,16
Perler,16
Höne,16
Njord,16
Tjalfve,16
Utgårda-Loke,16
Boleyn,16
Märtha,16
Hervar,16
Fjolne,16
Burislef,16
Prosten,16
Apostelns,16
Brusilov,16
Benzelius,16
Benzelias,16
Yhlen,16
Saxifraga,16
alnar,15
arbetarna,15
bestå,15
består,15
besättning,15
cap,15
dess,15
ditt,15
dotter,15
egentligen,15
exkursion,15
expeditioner,15
fördömde,15
förmodan,15
geologiska,15
gudarnes,15
harpunerare,15
hundar,15
ifra,15
kastade,15
komité,15
konungen,15
lafvar,15
lagstiftningen,15
latitud,15
lera,15
luft,15
lägga,15
lätta,15
lättade,15
långsamt,15
maj,15
majestäts,15
nio,15
nordiske,15
noveller,15
rocken,15
spetsen,15
starkt,15
svårighet,15
sydvest,15
uteslutande,15
vackert,15
vet,15
vetenskapliga,15
vidsträckt,15
viskade,15
deelt,15
piker,15
blevet,15
snak,15
tjene,15
øjne,15
asylets,15
bibliotekens,15
nogle,15
længere,15
lic,15
utgivits,15
hjärtanes,15
votering,15
iskanten,15
giver,15
utskjutande,15
rodnade,15
stränderna,15
nickade,15
sattes,15
hållit,15
skilda,15
öfwer,15
kungen,15
landets,15
stodo,15
ser,15
sitt,15
21,15
Bolin,15
13,15
gaaet,15
29,15
O,15
bra',15
hjemmet,15
hende),15
Til,15
Hys,15
Vem,15
Ackerknecht,15
ungdomsböcker,15
W—n,15
Holst,15
Redan,15
bokbestånd,15
Slutligen,15
teater),15
Ill,15
Utg,15
15:—,15
eng.],15
Sophie,15
Häfte,15
Brantings,15
Tveskjæg,15
paafølgende,15
Tingmænd,15
Gallien,15
Forveien,15
Britter,15
erobrede,15
arbeide,15
Vikingefærd,15
Hjem,15
Christne,15
Sigfred,15
Munk,15
erholdt,15
Hoved,15
Throne,15
Høvdingerne,15
Croyland,15
Slot,15
Gudrum-Ethelstan,15
Odo,15
Arnulf,15
Bayeux,15
Sydengland,15
Brougham,15
Parlamentet,15
Kossuth,15
Plimsoll,15
Parnell,15
Bog,15
1856.),15
IV's,15
Brudetog,15
betød,15
Rosenkrans,15
"""Jeg",15
Fruer,15
Rahts,15
Recessen,15
Strange,15
Mø,15
aarligt,15
Sandflugten,15
Klima,15
Småskollärarinnan,15
Stuyvenberg,15
Ukraina,15
Ubström,15
aflägsna,14
anses,14
asar,14
begagna,14
berättigad,14
biskop,14
brukspatron,14
djuret,14
dock,14
domkyrkan,14
dödade,14
egendomligt,14
egnad,14
ex,14
flockar,14
från,14
fördraget,14
gudinna,14
hofmarskalk,14
hvalen,14
hvarunder,14
intervention,14
jorden,14
kalken,14
kant,14
katolske,14
klipporna,14
lefvande,14
legat,14
linan,14
låglandet,14
mag,14
ministrarne,14
nordpolen,14
nordvestra,14
polisen,14
qvinna,14
rakt,14
rodden,14
råttorna,14
slupen,14
smala,14
sydlig,14
sydliga,14
the,14
tränga,14
tält,14
tänka,14
uppmärksamhet,14
ur,14
utseende,14
väl,14
ärelystnad,14
öppning,14
gjerning,14
fandt,14
kvinder,14
tjeneste,14
konsistoriets,14
brittiske,14
kristl,14
teistar,14
irländske,14
britisk,14
föreg,14
plang,14
samhällsställning,14
huvudsak,14
tretio,14
fällde,14
rasade,14
regementet,14
månaden,14
fortsattes,14
erbjuder,14
storartade,14
of,14
därom,14
möta,14
måhända,14
vilket,14
London,14
17,14
40,14
August,14
Tak,14
Tænk,14
døren),14
Alt,14
Endnu,14
Borgere,14
mindste,14
opfindelsen,14
25,14
N—nn,14
Baudouin,14
Handbok,14
Böök,14
Wells,14
Bibl.-bl,14
Bv,14
Naturvetenskap,14
Elisabeth,14
Skrifter,14
genealogi),14
9:—,14
Haralds,14
Hcee,14
Tredje,14
Claes,14
Innehåller,14
1861,14
Följande,14
Översättning,14
gjeldende,14
Ogsaa,14
Smag,14
Tilfælde,14
angelske,14
Mark,14
Bønder,14
Penge,14
Vægt,14
17de,14
Westminster,14
Klæder,14
...,14
Jaså,14
Inspektören,14
ſet,14
Lyndhurst,14
Lytton,14
Newman,14
Mary,14
Hyde,14
Helsingør,14
1561,14
Thott,14
Jacobsens,14
Dronningen,14
Vaupell,14
Westphalen,14
Hyme,14
Sverker,14
Palnatokes,14
Vesete,14
Grini,14
Madame,14
Mimmis,14
Kroks,14
Öh,14
KAP,14
Sjæll,14
udslagent,14
Smeerenberg,14
Lomme,14
amanuens,13
bildar,13
dansmästaren,13
exkursioner,13
fabrikören,13
fina,13
förhållande,13
försökte,13
föräldrar,13
garnisonen,13
gärna,13
hed,13
historia,13
huden,13
hufvudsakligen,13
hval,13
hvalarne,13
hvar,13
höjer,13
invid,13
jemna,13
kejsarens,13
klippa,13
konungariket,13
kännedom,13
lader,13
manskap,13
motionen,13
nordligare,13
närhet,13
närvarande,13
nödvändigt,13
oppositionens,13
organ,13
packad,13
resor,13
rikt,13
ringe,13
ryska,13
räfvar,13
saker,13
skeppare,13
smal,13
smärre,13
sultanens,13
sände,13
tamburen,13
tecken,13
tran,13
träffa,13
understöddes,13
undersökning,13
unionen,13
uppehåll,13
uppåt,13
utgång,13
vara,13
vexlande,13
vilda,13
århundradet,13
foruden,13
hænderne,13
svarede,13
dobbelt,13
naaede,13
saadant,13
angelsaxisk,13
burde,13
fald,13
bedre,13
eet,13
facklitteratur,13
fælles,13
virkelig,13
indtil,13
menneske,13
lave,13
digre,13
whigarne,13
gang,13
ere,13
lidet,13
bestego,13
rotges,13
ismassor,13
gulden,13
col,13
riva,13
benägna,13
hammaren,13
överste,13
utsattes,13
